[ 2025-08-25 23:13:54,252 ] 17 root - INFO - Initiate the data ingestion
[ 2025-08-25 23:13:55,775 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-25 23:13:55,775 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-25 23:13:55,776 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-25 23:13:55,882 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-25 23:13:55,883 ] 19 root - INFO - Data Initiation Completed
[ 2025-08-25 23:13:55,920 ] 23 root - INFO - Initiate the data Validation
[ 2025-08-25 23:13:55,963 ] 34 root - INFO - Required number of columns:2
[ 2025-08-25 23:13:55,963 ] 35 root - INFO - Data frame has columns:31
[ 2025-08-25 23:13:55,964 ] 34 root - INFO - Required number of columns:2
[ 2025-08-25 23:13:55,964 ] 35 root - INFO - Data frame has columns:31
[ 2025-08-25 23:13:56,387 ] 25 root - INFO - data Validation Completed
