[ 2025-08-27 12:55:49,007 ] 19 root - INFO - Initiate the data ingestion
[ 2025-08-27 12:55:50,422 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-27 12:55:50,422 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-27 12:55:50,423 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-27 12:55:50,523 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-27 12:55:50,524 ] 21 root - INFO - Data Initiation Completed
[ 2025-08-27 12:55:50,535 ] 25 root - INFO - Initiate the data Validation
[ 2025-08-27 12:55:50,572 ] 37 root - INFO - Required number of columns:2
[ 2025-08-27 12:55:50,572 ] 38 root - INFO - Data frame has columns:31
[ 2025-08-27 12:55:50,573 ] 37 root - INFO - Required number of columns:2
[ 2025-08-27 12:55:50,573 ] 38 root - INFO - Data frame has columns:31
[ 2025-08-27 12:55:50,880 ] 27 root - INFO - data Validation Completed
[ 2025-08-27 12:55:50,881 ] 30 root - INFO - data Transformation started
[ 2025-08-27 12:55:50,881 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-27 12:55:50,881 ] 65 root - INFO - Starting data transformation
[ 2025-08-27 12:55:50,917 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-27 12:55:50,917 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-27 12:55:50,949 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 12:55:50,956 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 12:55:50,957 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 12:55:50,962 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 12:55:50,964 ] 34 root - INFO - data Transformation completed
[ 2025-08-27 12:55:50,964 ] 36 root - INFO - Model Training started
