[ 2025-08-27 10:42:24,896 ] 19 root - INFO - Initiate the data ingestion
[ 2025-08-27 10:42:26,377 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-08-27 10:42:26,377 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-27 10:42:26,378 ] 75 root - INFO - Exporting train and test file path.
[ 2025-08-27 10:42:26,479 ] 84 root - INFO - Exported train and test file path.
[ 2025-08-27 10:42:26,480 ] 21 root - INFO - Data Initiation Completed
[ 2025-08-27 10:42:26,491 ] 25 root - INFO - Initiate the data Validation
[ 2025-08-27 10:42:26,531 ] 37 root - INFO - Required number of columns:2
[ 2025-08-27 10:42:26,531 ] 38 root - INFO - Data frame has columns:31
[ 2025-08-27 10:42:26,532 ] 37 root - INFO - Required number of columns:2
[ 2025-08-27 10:42:26,532 ] 38 root - INFO - Data frame has columns:31
[ 2025-08-27 10:42:26,816 ] 27 root - INFO - data Validation Completed
[ 2025-08-27 10:42:26,816 ] 30 root - INFO - data Transformation started
[ 2025-08-27 10:42:26,816 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-27 10:42:26,817 ] 65 root - INFO - Starting data transformation
[ 2025-08-27 10:42:26,880 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-27 10:42:26,880 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-27 10:42:26,918 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 10:42:26,951 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 10:42:26,951 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 10:42:26,958 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 10:42:26,960 ] 34 root - INFO - data Transformation completed
[ 2025-08-27 10:42:26,960 ] 36 root - INFO - Model Training started
[ 2025-08-27 10:47:35,881 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 10:47:35,886 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 10:47:35,886 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-27 10:47:35,923 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-27 10:47:35,923 ] 134 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\08_27_2025_10_42_17\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9919159256265158, precision_score=0.9891172914147521, recall_score=0.9947304418321848), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9674044265593561, precision_score=0.9524564183835182, recall_score=0.9828291087489779))
[ 2025-08-27 10:47:35,925 ] 41 root - INFO - Model Training artifact created
